+-------------------+------+-------------+-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
|dateTime           |profit|macdHistogram|close                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                |macdHistogramArray                                                                                                                                                                                                                                                                                                                   |
|2016-02-01 20:10:00|60    |-6           |[1.08941, 1.0893, 1.08938, 1.08934, 1.08942, 1.08952, 1.08925, 1.08972, 1.08945, 1.08946, 1.08908, 1.08904, 1.08914, 1.08905, 1.08915, 1.0891, 1.0891, 1.08926, 1.08935, 1.08923, 1.08919, 1.0888, 1.08866, 1.08895, 1.08898, 1.0891, 1.08905]                                                                                                                                                                                                                                                                                                                                                       |[-3, -6, -7, -8, -7, -6, -7, -4, -4, -4, -6, -7, -7, -7, -6, -6, -5, -3, -1, -1, -1, -3, -5, -4, -3, -2, -1]                                                                                                                                                                                                                         |
|2016-02-02 08:15:00|79    |6            |[1.09048, 1.09098, 1.09077, 1.09082, 1.09142, 1.09138, 1.09098, 1.09117, 1.09154, 1.09174, 1.09132, 1.0912, 1.09162, 1.09156, 1.09146, 1.0912, 1.09154, 1.09148, 1.09146]                                                                                                                                                                                                                                                                                                                                                                                                                            |[1, 6, 7, 8, 12, 13, 11, 10, 11, 13, 10, 7, 7, 6, 5, 1, 1, 0, 0]                                                                                                                                                                                                                                                                     |
|2016-02-02 13:20:00|111   |9            |[1.09245, 1.09271, 1.09249, 1.09284, 1.0926, 1.09262, 1.09284, 1.09371, 1.09322, 1.09322, 1.09314, 1.09282, 1.09264]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 |[4, 9, 10, 12, 11, 10, 10, 15, 13, 12, 9, 5, 1]                                                                                                                                                                                                                                                                                      |
|2016-02-02 14:55:00|57    |-6           |[1.09302, 1.0926, 1.09244, 1.0923, 1.09238, 1.09251, 1.09244, 1.09295, 1.09254, 1.09208, 1.09154, 1.0902, 1.09036, 1.08984, 1.08956, 1.08932, 1.09025, 1.09022, 1.08979, 1.08966, 1.08986, 1.09034]                                                                                                                                                                                                                                                                                                                                                                                                  |[-2, -6, -10, -13, -14, -14, -13, -9, -9, -11, -15, -26, -30, -35, -37, -38, -30, -24, -21, -18, -14, -6]                                                                                                                                                                                                                            |
|2016-02-02 20:50:00|-70   |-6           |[1.09151, 1.09134, 1.09184, 1.09173, 1.09174, 1.09174, 1.09171, 1.0917, 1.09178, 1.0918, 1.0917, 1.09206, 1.09173, 1.09192]                                                                                                                                                                                                                                                                                                                                                                                                                                                                          |[-2, -6, -5, -5, -5, -4, -4, -4, -3, -3, -3, -1, -1, -1]                                                                                                                                                                                                                                                                             |
|2016-02-03 01:15:00|-50   |9            |[1.0932, 1.0935, 1.09332, 1.09342, 1.09306, 1.09284, 1.0927, 1.09291]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                |[4, 9, 10, 10, 8, 4, 1, 0]                                                                                                                                                                                                                                                                                                           |
|2016-02-03 06:05:00|60    |8            |[1.092, 1.09236, 1.09259, 1.09275, 1.09241, 1.09232, 1.09241, 1.09233, 1.09224, 1.09228, 1.09206]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    |[3, 8, 12, 15, 14, 12, 11, 9, 7, 5, 2]                                                                                                                                                                                                                                                                                               |
|2016-02-03 07:00:00|-56   |-6           |[1.09169, 1.09151, 1.09166, 1.09191, 1.0921, 1.09167, 1.09165, 1.09142, 1.09139, 1.09136, 1.09152, 1.09072, 1.09058, 1.09131, 1.09174]                                                                                                                                                                                                                                                                                                                                                                                                                                                               |[-2, -6, -7, -6, -4, -5, -6, -8, -8, -9, -7, -11, -14, -10, -4]                                                                                                                                                                                                                                                                      |
|2016-02-03 12:40:00|57    |7            |[1.09297, 1.09302, 1.09322, 1.09346, 1.09352, 1.09369, 1.09325, 1.09423, 1.0968, 1.0964, 1.09604, 1.09576, 1.09536, 1.09495, 1.09568, 1.09556, 1.09612, 1.09728, 1.09694, 1.0977, 1.09762, 1.097, 1.09674]                                                                                                                                                                                                                                                                                                                                                                                           |[1, 7, 11, 14, 16, 17, 14, 18, 35, 41, 41, 36, 27, 18, 15, 11, 10, 16, 16, 19, 19, 13, 6]                                                                                                                                                                                                                                            |
|2016-02-03 14:40:00|138   |8            |[1.098, 1.09856, 1.09954, 1.10064, 1.10217, 1.10258, 1.10344, 1.10252, 1.10272, 1.10487, 1.10646, 1.10572, 1.10546, 1.1045, 1.10472, 1.10471, 1.10594, 1.10695, 1.1065]                                                                                                                                                                                                                                                                                                                                                                                                                              |[2, 8, 16, 26, 40, 48, 55, 49, 43, 48, 58, 54, 46, 30, 17, 6, 5, 8, 4]                                                                                                                                                                                                                                                               |
|2016-02-03 16:15:00|67    |-17          |[1.10586, 1.10504, 1.10502, 1.10569, 1.10563, 1.10574, 1.10558, 1.10576, 1.10528, 1.10514, 1.1047, 1.10503, 1.10508, 1.10544, 1.10593, 1.10672, 1.10655, 1.10646, 1.10638, 1.10703, 1.10656, 1.10721]                                                                                                                                                                                                                                                                                                                                                                                                |[-4, -17, -26, -29, -31, -32, -34, -34, -37, -40, -44, -43, -42, -38, -31, -21, -16, -14, -13, -9, -10, -6]                                                                                                                                                                                                                          |
|2016-02-03 18:05:00|-117  |25           |[1.11084, 1.10982, 1.10972, 1.11006, 1.10944, 1.11092, 1.11068, 1.11222, 1.11266, 1.11246, 1.11339, 1.11384, 1.1129, 1.1114]                                                                                                                                                                                                                                                                                                                                                                                                                                                                         |[18, 25, 27, 27, 21, 24, 22, 29, 32, 30, 32, 33, 24, 5]                                                                                                                                                                                                                                                                              |
|2016-02-03 19:15:00|57    |-20          |[1.1116, 1.11087, 1.10998, 1.10998, 1.11052, 1.10892, 1.10858, 1.10949, 1.10936, 1.10928, 1.10832, 1.10838, 1.10904, 1.10942, 1.11055, 1.1111]                                                                                                                                                                                                                                                                                                                                                                                                                                                       |[-7, -20, -35, -44, -45, -55, -62, -58, -55, -51, -53, -51, -44, -35, -21, -8]                                                                                                                                                                                                                                                       |
|2016-02-03 21:20:00|-70   |-7           |[1.1105, 1.11012, 1.11042, 1.11069, 1.11106]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         |[-1, -7, -8, -7, -4]                                                                                                                                                                                                                                                                                                                 |
|2016-02-03 21:55:00|54    |-11          |[1.11032, 1.10982, 1.10963, 1.10928, 1.10893, 1.10878, 1.1084, 1.10802, 1.1081, 1.10824, 1.1082, 1.10814, 1.10818, 1.10943, 1.10894]                                                                                                                                                                                                                                                                                                                                                                                                                                                                 |[-4, -11, -16, -21, -25, -27, -30, -32, -32, -28, -25, -22, -18, -6, -1]                                                                                                                                                                                                                                                             |
|2016-02-04 01:15:00|105   |-9           |[1.10972, 1.11003, 1.10921, 1.10852, 1.10876, 1.10903, 1.10906, 1.10871, 1.10872, 1.10872, 1.109, 1.1087, 1.10852, 1.10865, 1.1085, 1.10822, 1.10764, 1.10794, 1.10802, 1.10832, 1.1084]                                                                                                                                                                                                                                                                                                                                                                                                             |[-5, -9, -16, -25, -28, -26, -24, -24, -22, -20, -16, -14, -13, -11, -10, -10, -13, -12, -10, -6, -2]                                                                                                                                                                                                                                |
|2016-02-04 09:45:00|-52   |-8           |[1.11522, 1.1156, 1.11631, 1.11691, 1.11593, 1.1158, 1.1157, 1.11582, 1.11614, 1.11586, 1.11715, 1.11755, 1.11744, 1.11774]                                                                                                                                                                                                                                                                                                                                                                                                                                                                          |[-3, -8, -7, -4, -9, -15, -19, -22, -21, -23, -16, -9, -6, -3]                                                                                                                                                                                                                                                                       |
|2016-02-04 13:50:00|86    |-16          |[1.12054, 1.12024, 1.11998, 1.11953, 1.1204, 1.1197, 1.11956, 1.1189, 1.11834, 1.11969, 1.11998, 1.11958, 1.11974, 1.12118, 1.12034, 1.11938, 1.11834, 1.11825, 1.11936, 1.11868, 1.11752, 1.11793, 1.11731, 1.11672, 1.11638, 1.11678, 1.1179, 1.11807]                                                                                                                                                                                                                                                                                                                                             |[-6, -16, -24, -31, -29, -32, -34, -38, -43, -35, -27, -23, -19, -7, -4, -8, -17, -23, -18, -19, -25, -25, -28, -32, -34, -31, -20, -11]                                                                                                                                                                                             |
|2016-02-04 16:10:00|-71   |10           |[1.1187, 1.11906, 1.11814, 1.11833, 1.11933, 1.11888, 1.11977, 1.1197, 1.11961, 1.11986, 1.11934, 1.11894, 1.11898, 1.11885, 1.11894, 1.1188, 1.11947, 1.11954, 1.12006, 1.11974, 1.11982, 1.11974, 1.1201, 1.12024, 1.12008, 1.12037, 1.1206, 1.12051, 1.12075, 1.12058, 1.12046, 1.12126, 1.12092, 1.12114, 1.1215, 1.12171, 1.12196, 1.12184, 1.122, 1.12205, 1.12193, 1.12203, 1.12182]                                                                                                                                                                                                          |[0, 10, 10, 11, 18, 19, 25, 27, 26, 26, 22, 15, 11, 6, 4, 1, 4, 5, 9, 9, 9, 8, 9, 10, 9, 9, 10, 9, 10, 8, 5, 8, 7, 7, 9, 10, 12, 11, 10, 9, 7, 5, 2]                                                                                                                                                                                 |
|2016-02-04 19:45:00|112   |-7           |[1.12136, 1.12154, 1.12118, 1.1211, 1.12088, 1.12008, 1.1204, 1.1204, 1.12026, 1.12018, 1.12004, 1.12011, 1.12029, 1.12025, 1.12056, 1.12084, 1.1207]                                                                                                                                                                                                                                                                                                                                                                                                                                                |[-4, -7, -11, -14, -17, -23, -25, -25, -24, -24, -23, -21, -18, -15, -10, -5, -2]                                                                                                                                                                                                                                                    |
|2016-02-04 22:05:00|-1    |-7           |[1.1205, 1.12034, 1.12041, 1.12026, 1.12008, 1.1203, 1.12022, 1.12, 1.12008, 1.12016, 1.12009, 1.1203, 1.12036]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      |[-3, -7, -8, -9, -11, -10, -9, -9, -9, -7, -6, -4, -2]                                                                                                                                                                                                                                                                               |
|2016-02-05 06:05:00|57    |6            |[1.11939, 1.11962, 1.1195, 1.1197, 1.11933, 1.11974, 1.11978, 1.12012, 1.11974, 1.11934, 1.11914, 1.11926, 1.11966, 1.11958, 1.11978, 1.11933, 1.11979, 1.11946, 1.11952]                                                                                                                                                                                                                                                                                                                                                                                                                            |[2, 6, 7, 9, 8, 9, 10, 12, 10, 6, 2, 0, 1, 1, 3, 1, 2, 1, 0]                                                                                                                                                                                                                                                                         |
|2016-02-05 13:35:00|169   |-28          |[1.11778, 1.11594, 1.11621, 1.11686, 1.11598, 1.11297, 1.11276, 1.11282, 1.11257, 1.11278, 1.1135, 1.11496, 1.11431, 1.1153]                                                                                                                                                                                                                                                                                                                                                                                                                                                                         |[-2, -28, -40, -42, -47, -66, -76, -77, -74, -67, -53, -31, -19, -2]                                                                                                                                                                                                                                                                 |
|2016-02-05 14:45:00|-94   |20           |[1.11605, 1.11526, 1.11377]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          |[14, 20, 14]                                                                                                                                                                                                                                                                                                                         |
|2016-02-05 15:00:00|-95   |-7           |[1.11165, 1.11246, 1.11134, 1.11164, 1.1125, 1.11213, 1.1122]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        |[-3, -7, -15, -16, -9, -6, -1]                                                                                                                                                                                                                                                                                                       |
|2016-02-05 15:35:00|81    |8            |[1.11248, 1.11227, 1.11344, 1.11416, 1.11432, 1.11428, 1.11406, 1.11392, 1.11454, 1.11448, 1.11407, 1.11356, 1.1135, 1.11362, 1.11308, 1.11268, 1.11306, 1.11322, 1.11349, 1.11414, 1.11416, 1.11394, 1.1138, 1.11352, 1.11324, 1.11341, 1.1131, 1.1135, 1.1139, 1.11362, 1.1136, 1.11403, 1.1135, 1.11348, 1.11314]                                                                                                                                                                                                                                                                                 |[5, 8, 18, 30, 37, 41, 41, 38, 40, 39, 34, 27, 21, 17, 11, 4, 2, 3, 5, 10, 14, 14, 13, 10, 6, 4, 1, 2, 5, 5, 5, 7, 5, 4, 0]                                                                                                                                                                                                          |
|2016-02-08 00:55:00|-10   |6            |[1.11428, 1.11435, 1.11475, 1.11478, 1.1147, 1.11471, 1.11441, 1.11453, 1.11484, 1.11478, 1.1146, 1.1145, 1.1144, 1.11433]                                                                                                                                                                                                                                                                                                                                                                                                                                                                           |[3, 6, 10, 12, 13, 13, 10, 9, 9, 9, 7, 5, 3, 1]                                                                                                                                                                                                                                                                                      |
|2016-02-08 13:10:00|70    |-13          |[1.11008, 1.10922, 1.109, 1.10894, 1.10972, 1.10922, 1.10986]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        |[-5, -13, -18, -19, -13, -11, -4]                                                                                                                                                                                                                                                                                                    |
|2016-02-08 13:45:00|83    |6            |[1.1098, 1.10993, 1.11044, 1.11078, 1.11128, 1.11106, 1.11046, 1.11131, 1.11167, 1.11234, 1.1126, 1.11234, 1.11297, 1.1133, 1.11316, 1.11287, 1.11338, 1.113, 1.11396, 1.1129, 1.11376, 1.11302, 1.1134, 1.11365, 1.11367, 1.11386, 1.11454, 1.11632, 1.11912, 1.11896, 1.1172, 1.11833, 1.11764, 1.11808, 1.11872, 1.11797, 1.1176, 1.1176]                                                                                                                                                                                                                                                         |[1, 6, 13, 20, 27, 30, 27, 30, 33, 38, 41, 40, 41, 42, 40, 35, 33, 27, 28, 20, 19, 13, 10, 9, 8, 7, 10, 22, 46, 57, 49, 48, 39, 33, 31, 22, 11, 3]                                                                                                                                                                                   |
|2016-02-08 16:55:00|74    |-15          |[1.11692, 1.11706, 1.1168, 1.11666, 1.11644, 1.11602, 1.11634, 1.11642, 1.11676, 1.11633, 1.1164, 1.11646, 1.11648, 1.11684, 1.11688, 1.11726, 1.11701, 1.11748, 1.11744]                                                                                                                                                                                                                                                                                                                                                                                                                            |[-9, -15, -22, -27, -31, -36, -36, -34, -30, -30, -28, -26, -23, -19, -15, -10, -9, -4, -2]                                                                                                                                                                                                                                          |
|2016-02-09 00:40:00|78    |10           |[1.11996, 1.12018, 1.1209, 1.1201, 1.12086, 1.12102, 1.12048, 1.12117, 1.12118, 1.12076, 1.12047, 1.12042, 1.12025, 1.1205]                                                                                                                                                                                                                                                                                                                                                                                                                                                                          |[3, 10, 18, 17, 21, 23, 20, 21, 20, 16, 11, 6, 1, 0]                                                                                                                                                                                                                                                                                 |
|2016-02-09 02:35:00|-63   |9            |[1.12209, 1.12192, 1.12161, 1.12218, 1.12154, 1.12169, 1.12169, 1.12212, 1.12295, 1.12303, 1.12344, 1.12302, 1.12268, 1.12177]                                                                                                                                                                                                                                                                                                                                                                                                                                                                       |[4, 9, 9, 12, 9, 7, 5, 6, 12, 14, 18, 16, 11, 1]                                                                                                                                                                                                                                                                                     |
|2016-02-09 03:45:00|55    |-19          |[1.12109, 1.12074, 1.12103, 1.12124, 1.12106, 1.1209, 1.12093, 1.12092, 1.12083, 1.12104, 1.1207, 1.12056, 1.12062, 1.12074, 1.12086, 1.12088, 1.12095, 1.12076, 1.12073, 1.12066, 1.1206, 1.12046, 1.12038, 1.1204, 1.12042, 1.1203, 1.12068]                                                                                                                                                                                                                                                                                                                                                       |[-10, -19, -23, -23, -23, -23, -22, -21, -19, -16, -16, -15, -14, -12, -9, -6, -4, -3, -3, -3, -3, -3, -4, -4, -3, -3, -1]                                                                                                                                                                                                           |
|2016-02-09 08:20:00|-51   |17           |[1.1195, 1.12002, 1.11913, 1.11944, 1.11948, 1.1187, 1.11854, 1.11752]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               |[6, 17, 18, 20, 21, 16, 11, 1]                                                                                                                                                                                                                                                                                                       |
|2016-02-09 09:00:00|-70   |-11          |[1.11714, 1.11714, 1.11687, 1.11742, 1.1173, 1.1177, 1.1172]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         |[-7, -11, -15, -12, -11, -6, -5]                                                                                                                                                                                                                                                                                                     |
|2016-02-09 09:35:00|71    |11           |[1.11838, 1.11864, 1.11876, 1.1187, 1.11854, 1.11924, 1.11856, 1.1189, 1.11919, 1.11905, 1.11918, 1.11982, 1.12036, 1.12047, 1.1206, 1.12074, 1.12116, 1.12092, 1.122, 1.12163, 1.12174, 1.1214, 1.12202, 1.1217, 1.12138, 1.12114, 1.12199, 1.12212]                                                                                                                                                                                                                                                                                                                                                |[3, 11, 16, 18, 18, 22, 19, 19, 20, 18, 18, 20, 24, 26, 27, 27, 27, 25, 28, 26, 24, 18, 17, 13, 7, 1, 2, 2]                                                                                                                                                                                                                          |
|2016-02-09 14:30:00|88    |-20          |[1.12784, 1.1268, 1.12648, 1.12632, 1.12645, 1.12746, 1.12594, 1.12617, 1.12721, 1.12779, 1.12745, 1.12835]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          |[-4, -20, -33, -42, -46, -41, -46, -47, -39, -29, -24, -15]                                                                                                                                                                                                                                                                          |
|2016-02-09 15:30:00|54    |8            |[1.12991, 1.12958, 1.13061, 1.12916, 1.13034, 1.13096, 1.13055, 1.13152, 1.13064, 1.13162, 1.13033, 1.13104, 1.1319, 1.13188]                                                                                                                                                                                                                                                                                                                                                                                                                                                                        |[1, 8, 18, 13, 16, 20, 18, 21, 16, 17, 7, 4, 6, 6]                                                                                                                                                                                                                                                                                   |
|2016-02-09 16:40:00|-75   |-6           |[1.13085, 1.13116, 1.13146, 1.1317, 1.13152, 1.13106, 1.13176, 1.13282]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |[-2, -6, -7, -7, -9, -14, -12, -5]                                                                                                                                                                                                                                                                                                   |
|2016-02-09 17:20:00|-101  |7            |[1.13364, 1.13337, 1.13277]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          |[4, 7, 3]                                                                                                                                                                                                                                                                                                                            |
|2016-02-09 19:35:00|50    |-7           |[1.12916, 1.12864, 1.12875, 1.12865, 1.12864, 1.12852, 1.1285, 1.12856, 1.12869, 1.1287]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             |[-2, -7, -9, -10, -9, -9, -8, -6, -4, -1]                                                                                                                                                                                                                                                                                            |
|2016-02-10 08:00:00|72    |6            |[1.12885, 1.12878, 1.12901, 1.12973, 1.12914, 1.12773]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               |[3, 6, 10, 17, 17, 7]                                                                                                                                                                                                                                                                                                                |
|2016-02-10 08:30:00|112   |-16          |[1.12652, 1.12648, 1.12665, 1.1263, 1.12613, 1.1259, 1.12524, 1.12629, 1.1257, 1.12547, 1.12595, 1.12573, 1.12595]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   |[-8, -16, -19, -22, -24, -25, -28, -21, -19, -18, -12, -9, -4]                                                                                                                                                                                                                                                                       |
|2016-02-10 09:35:00|-70   |7            |[1.12626, 1.12645, 1.12611, 1.12634, 1.12651, 1.12614, 1.12571, 1.126, 1.12552, 1.1255, 1.12502]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     |[1, 7, 8, 11, 14, 13, 9, 9, 6, 4, 0]                                                                                                                                                                                                                                                                                                 |
|2016-02-10 10:30:00|-56   |-9           |[1.12464, 1.12424, 1.12421, 1.12478, 1.12505]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        |[-5, -9, -11, -8, -3]                                                                                                                                                                                                                                                                                                                |
|2016-02-10 10:55:00|-64   |14           |[1.12599, 1.12617, 1.12597, 1.12617, 1.12628, 1.12616, 1.12632, 1.12616, 1.1262, 1.12638, 1.12629, 1.12591, 1.12593, 1.1255]                                                                                                                                                                                                                                                                                                                                                                                                                                                                         |[7, 14, 17, 20, 22, 21, 21, 20, 18, 17, 15, 11, 8, 3]                                                                                                                                                                                                                                                                                |
|2016-02-10 12:30:00|87    |9            |[1.12583, 1.12686, 1.12666, 1.12716, 1.12667, 1.12698, 1.12638, 1.1265, 1.12584]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     |[1, 9, 12, 16, 15, 16, 11, 9, 2]                                                                                                                                                                                                                                                                                                     |
|2016-02-10 13:15:00|-112  |-9           |[1.12557, 1.12525, 1.12501, 1.12545, 1.12654, 1.12398, 1.12416, 1.12312, 1.12336, 1.12383, 1.12353, 1.12328, 1.12299, 1.12382, 1.12413, 1.12426]                                                                                                                                                                                                                                                                                                                                                                                                                                                     |[-4, -9, -14, -14, -6, -17, -21, -30, -32, -28, -26, -25, -24, -16, -8, -2]                                                                                                                                                                                                                                                          |
